,extracted_comments,comments_date,translated_comments
5114,Hi,2022-06-12 18:54:50,Hi
5115,Is not suppose to be a mobile game not a iPad game ,2022-07-12 18:54:50,Is not suppose to be a mobile game not a iPad game 
5116,OmG,2022-07-12 18:54:50,OmG
5117,Toke,2022-06-12 18:54:50,Toke
5118,Hi YouTube,2022-06-12 18:54:50,Hi YouTube
5119,U r mad ,2022-07-12 18:54:50,U r mad 
5120,42*,2022-06-12 18:54:50,42*
5121,Why use a girl?,2022-07-12 18:54:50,Why use a girl?
5122,Atach hs??,2022-06-12 18:54:50,Atach hs??
5123,Hud reveal?,2022-06-12 18:54:50,Hud reveal?
5124,.,2022-06-12 18:54:50,.
5125,Tokyooooooooooo,2022-06-12 18:54:50,Tokyooooooooooo
5126,Helal kanka,2022-08-11 18:54:50,Helal kanka
5127,Play in the rom stop to kil nob in the Bad server,2022-07-12 18:54:50,Play in the rom stop to kil nob in the Bad server
5128,may tokyo sa pinas may tokyo din pala na taga ibang bansa,2022-07-12 18:54:50,may tokyo sa pinas may tokyo din pala na taga ibang bansa
5129,Yog amg ya,2022-06-12 18:54:50,Yog amg ya
5130,Tokyo op!!!,2022-06-12 18:54:50,Tokyo op!!!
5131,Hii,2022-07-12 18:54:50,Hii
5132,🤣,2022-09-10 18:54:50,🤣
5133,✊,2022-07-12 18:54:50,✊
5134,ماشاءالله اسطورة ,2022-07-12 18:54:50,ماشاءالله اسطورة 
5135,Jeeeez,2022-08-11 18:54:50,Jeeeez
5136,Efirr efirr,2022-06-12 18:54:50,Efirr efirr
5137,You talking a lot ,2022-08-11 18:54:50,You talking a lot 
5138,🤩,2022-07-12 18:54:50,🤩
5139,Así como hack en free fire jajaa igual el aimbot para dispRo,2022-07-12 18:54:50,Así como hack en free fire jajaa igual el aimbot para dispRo
5140,😂,2022-07-12 18:54:50,😂
5141,Nau nau,2022-06-12 18:54:50,Nau nau
5142,Por decir maldiciones le pongo no me gusta,2022-07-12 18:54:50,Por decir maldiciones le pongo no me gusta
5143,Hi bro ,2022-07-12 18:54:50,Hi bro 
5144,İngilizce yakışmıyor sana,2022-06-12 18:54:50,İngilizce yakışmıyor sana
5145,You Deepanchou jr ,2022-06-12 18:54:50,You Deepanchou jr 
5146,Good wow mantap,2022-06-12 18:54:50,Good wow mantap
5147,BROOOOOOOO,2022-07-12 18:54:50,BROOOOOOOO
5148,Ur noob,2022-06-12 18:54:50,Ur noob
5149,op,2022-06-12 18:54:50,op
5150,tokyo OP,2022-06-12 18:54:50,tokyo OP
5151,Trovo: ,2022-06-12 18:54:50,Trovo: 
5152,Tokyo is one of the best team-deleting players I've ever seen,2022-06-12 18:54:50,Tokyo is one of the best team-deleting players I've ever seen
5153,Not only that you are the most underrated but also amongst the best player of CODM BR Community,2022-06-12 18:54:50,Not only that you are the most underrated but also amongst the best player of CODM BR Community
5154,1:24,2022-07-12 18:54:50,1:24
5155,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore",2022-06-12 18:54:50,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore"
5156,Daddy Tokyo never disappoints with these banger clips,2022-06-12 18:54:50,Daddy Tokyo never disappoints with these banger clips
5157,This man gameplay is so freaking funny plus OP what more could one want GG new sub here,2022-06-12 18:54:50,This man gameplay is so freaking funny plus OP what more could one want GG new sub here
5158,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim,2022-06-12 18:54:50,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim
5159,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo,2022-06-12 18:54:50,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo
5160,Tokyo edits are getting crazy `Uwu’ ,2022-06-12 18:54:50,Tokyo edits are getting crazy `Uwu’ 
5161,my 5th time rewatching this particular clip and i just discovered your channel ,2022-08-11 18:54:50,my 5th time rewatching this particular clip and i just discovered your channel 
5162,Insane gameplay,2022-06-12 18:54:50,Insane gameplay
5163,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video,2022-07-12 18:54:50,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video
5164,Killing Machine ,2022-07-12 18:54:50,Killing Machine 
5165,Awesome video Tokyo I hope I can play with you one day ,2022-06-12 18:54:50,Awesome video Tokyo I hope I can play with you one day 
5166,Insane gameplay..,2022-06-12 18:54:50,Insane gameplay..
5167,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing",2022-06-12 18:54:50,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing"
5168,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler,2022-06-12 18:54:50,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler
5169,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro",2022-07-12 18:54:50,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro"
5170,damm,2022-06-12 18:54:50,damm
5171,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk,2022-07-12 18:54:50,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk
5172,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık ,2022-06-12 18:54:50,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık 
5173,Ese final ,2022-06-12 18:54:50,Ese final 
5174,Glad I found your channel I learn from everyone's clips ggs again,2022-06-12 18:54:50,Glad I found your channel I learn from everyone's clips ggs again
5175,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg.",2022-09-10 18:54:50,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg."
5176,fire as always akam ,2022-06-12 18:54:50,fire as always akam 
5177,High respect ,2022-06-12 18:54:50,High respect 
5178,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub),2022-09-10 18:54:50,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub)
5179,Bro you are so under rated,2022-06-12 18:54:50,Bro you are so under rated
5180,Gran vídeo. ,2022-09-10 18:54:50,Gran vídeo. 
5181,my dude is a killing machine.,2022-06-12 18:54:50,my dude is a killing machine.
5182,Great as always ,2022-06-12 18:54:50,Great as always 
5183,This guy is total vibe when he was trying to kill the platform pumped guy,2022-06-12 18:54:50,This guy is total vibe when he was trying to kill the platform pumped guy
5184,Well played bro,2022-06-12 18:54:50,Well played bro
5185,Insane brow! ,2022-07-12 18:54:50,Insane brow! 
5186,Ggs bro you are on top ,2022-06-12 18:54:50,Ggs bro you are on top 
5187,The music and gameplay are both amazing,2022-06-12 18:54:50,The music and gameplay are both amazing
5188,Narco talk about you bro … you’re freaking good ,2022-08-11 18:54:50,Narco talk about you bro … you’re freaking good 
5189,9:00,2022-07-12 18:54:50,9:00
5190,"Tokyo that shit was amazing, you are the ads king hands down....GG bro",2022-06-12 18:54:50,"Tokyo that shit was amazing, you are the ads king hands down....GG bro"
5191,Me: blinks,2022-06-12 18:54:50,Me: blinks
5192,Please keep up the good work,2022-06-12 18:54:50,Please keep up the good work
5193,I think because of the music bro. ,2022-06-12 18:54:50,I think because of the music bro. 
5194,Yo that's amazing bro... you got a new sub,2022-06-12 18:54:50,Yo that's amazing bro... you got a new sub
5195,Seriously... How do you manage to play like that? ,2022-07-12 18:54:50,Seriously... How do you manage to play like that? 
5196,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like,2022-07-12 18:54:50,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like
5197,FIRE GAME BRO! Well done ,2022-07-12 18:54:50,FIRE GAME BRO! Well done 
5198,That was fire....,2022-07-12 18:54:50,That was fire....
5199,Yesterday i watch this match in your live ggs man you are the best,2022-06-12 18:54:50,Yesterday i watch this match in your live ggs man you are the best
5200,Final fights ,2022-06-12 18:54:50,Final fights 
5201,You're good. New subscriber here,2022-07-12 18:54:50,You're good. New subscriber here
5202,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?",2022-06-12 18:54:50,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?"
5203,Just found another GOD just subbed with bell and smashed that like ,2022-08-11 18:54:50,Just found another GOD just subbed with bell and smashed that like 
5204,Bro Tokyo is fast asf ,2022-09-10 18:54:50,Bro Tokyo is fast asf 
5205,Wow!!!!! You are an amazing players!!!,2022-06-12 18:54:50,Wow!!!!! You are an amazing players!!!
5206,Great video my bro,2022-06-12 18:54:50,Great video my bro
5207,"""help me step bro Im stuck"" xD thats why I enjoy ur streams",2022-09-10 18:54:50,"""help me step bro Im stuck"" xD thats why I enjoy ur streams"
5208,GGs bro new sub ,2022-06-12 18:54:50,GGs bro new sub 
5209,:_kral:,2022-06-12 18:54:50,:_kral:
5210,Helal kanka efsane olmuş ,2022-06-12 18:54:50,Helal kanka efsane olmuş 
5211,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo,2022-06-12 18:54:50,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo
5212,Perfect ,2022-06-12 18:54:50,Perfect 
5213,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big ,2022-06-12 18:54:50,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big 
5214,this is my first day watching your videos just i enjoyed ggs,2022-07-12 18:54:50,this is my first day watching your videos just i enjoyed ggs
5215,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin ,2022-06-12 18:54:50,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin 
5216,Shotgun play is insane!!!!,2022-06-12 18:54:50,Shotgun play is insane!!!!
5217,Damn you play way too smooth,2022-06-12 18:54:50,Damn you play way too smooth
5218,12:12,2022-10-12 18:54:50,12:12
5219,Hello Tokyo lezzgooo,2022-06-12 18:54:50,Hello Tokyo lezzgooo
5220,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man ",2022-07-12 18:54:50,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man "
5221,Tokyo is too cracked,2022-06-12 18:54:50,Tokyo is too cracked
5222,Nice gameplay ,2022-06-12 18:54:50,Nice gameplay 
5223,Joga muito ,2022-07-12 18:54:50,Joga muito 
5224,"Bro, you can go for the record",2022-06-12 18:54:50,"Bro, you can go for the record"
5225,The accent makes him even funnier,2022-08-11 18:54:50,The accent makes him even funnier
5226,bro furry klanindan slm 10 numarasın tam destek devamm ke,2022-06-12 18:54:50,bro furry klanindan slm 10 numarasın tam destek devamm ke
5227,Bro love the Shiloh music goes well with the tempo,2022-06-12 18:54:50,Bro love the Shiloh music goes well with the tempo
5228,Intense bro,2022-07-12 18:54:50,Intense bro
5229,42 kills exactly....damnnnn,2022-07-12 18:54:50,42 kills exactly....damnnnn
5230,Question...,2022-06-12 18:54:50,Question...
5231,gg ,2022-06-12 18:54:50,gg 
5232,My highest is like 21 kills. Aiming for 30 before.,2022-06-12 18:54:50,My highest is like 21 kills. Aiming for 30 before.
5233,"Sir, yesterday i watched ur video and i become ur fan sir.... ",2022-09-10 18:54:50,"Sir, yesterday i watched ur video and i become ur fan sir.... "
5234,Dude your insane ,2022-06-12 18:54:50,Dude your insane 
5235,Super ,2022-06-12 18:54:50,Super 
5236,gg wp bro.  Nice aim,2022-08-11 18:54:50,gg wp bro.  Nice aim
5237,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak,2022-06-12 18:54:50,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak
5238,9:00,2022-06-12 18:54:50,9:00
5239,You are the Best bro ,2022-06-12 18:54:50,You are the Best bro 
5240,Nice game!,2022-07-12 18:54:50,Nice game!
5241,Gg brooo,2022-06-12 18:54:50,Gg brooo
5242,Harikasın arkadaşım baypas tan sevgilerle,2022-10-10 18:54:50,Harikasın arkadaşım baypas tan sevgilerle
5243,🔥,2022-06-12 18:54:50,🔥
5244,Insane,2022-06-12 18:54:50,Insane
5245,Much love man ,2022-07-12 18:54:50,Much love man 
5246,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim,2022-07-12 18:54:50,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim
5247,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео",2022-06-12 18:54:50,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео"
5248,That’s tuff ,2022-06-12 18:54:50,That’s tuff 
5249,Crazy edit there,2022-06-12 18:54:50,Crazy edit there
5250,Bro we meet in isolated at farm ,2022-06-12 18:54:50,Bro we meet in isolated at farm 
5251,The squirrel is what gets me ,2022-06-12 18:54:50,The squirrel is what gets me 
5252,Can anyone tell how he kills enemies so fast,2022-06-12 18:54:50,Can anyone tell how he kills enemies so fast
5253,"Nice game bro,, ",2022-06-12 18:54:50,"Nice game bro,, "
5254,you the best bro ,2022-07-12 18:54:50,you the best bro 
5255,What’s the third song ? Great video ! Earned yourself a new sub and like,2022-07-12 18:54:50,What’s the third song ? Great video ! Earned yourself a new sub and like
5256,PARKER = BEST RECORD,2022-08-11 18:54:50,PARKER = BEST RECORD
5257,Nice ,2022-06-12 18:54:50,Nice 
5258,Damn bro you are insane,2022-06-12 18:54:50,Damn bro you are insane
5259,Woooow,2022-06-12 18:54:50,Woooow
5260,Liked it ,2022-06-12 18:54:50,Liked it 
5261,Beast,2022-06-12 18:54:50,Beast
5262,4:06,2022-08-11 18:54:50,4:06
5263,Daaamnn good,2022-07-12 18:54:50,Daaamnn good
5264,40bomb with hso,2022-06-12 18:54:50,40bomb with hso
5265,3:55,2022-07-12 18:54:50,3:55
5266,😂,2022-06-12 18:54:50,😂
5267,Bro am subscribing now ,2022-07-12 18:54:50,Bro am subscribing now 
5268,"You are so good man, ",2022-10-26 18:54:50,"You are so good man, "
5269,U deserve more subs,2022-08-11 18:54:50,U deserve more subs
5270,Nerelerdesin be Berk,2022-06-12 18:54:50,Nerelerdesin be Berk
5271,Funny gameplay ) tell me name of ur editor )),2022-06-12 18:54:50,Funny gameplay ) tell me name of ur editor ))
5272,GG,2022-06-12 18:54:50,GG
5273,Teke tek maç yapalım ,2022-06-12 18:54:50,Teke tek maç yapalım 
5274,Gg bro tchko tchiko ,2022-06-12 18:54:50,Gg bro tchko tchiko 
5275,Tokyooo luv you bro,2022-06-12 18:54:50,Tokyooo luv you bro
5276,How do you move so fast that’s crazy,2022-07-12 18:54:50,How do you move so fast that’s crazy
5277,Good game!,2022-07-12 18:54:50,Good game!
5278,Tokyo şu hs nin aparatlarını bi at bana bro.,2022-06-12 18:54:50,Tokyo şu hs nin aparatlarını bi at bana bro.
5279,Brucle senin kimi olamaz xaxa sen harikasin kanka,2022-06-12 18:54:50,Brucle senin kimi olamaz xaxa sen harikasin kanka
5280,Top 1 player ggs,2022-06-12 18:54:50,Top 1 player ggs
5281,Nice you legend,2022-06-12 18:54:50,Nice you legend
5282,Show ur sensitivity setting,2022-08-11 18:54:50,Show ur sensitivity setting
5283,Love you man,2022-06-12 18:54:50,Love you man
5284,Tokyo stuck in the dryer lol too much Hub,2022-06-12 18:54:50,Tokyo stuck in the dryer lol too much Hub
5285,High level skill,2022-07-12 18:54:50,High level skill
5286,I subscribed ASAP ,2022-06-12 18:54:50,I subscribed ASAP 
5287,En iyi oyuncu ama maalesef takipçisi ve beğenisi az .,2022-06-12 18:54:50,En iyi oyuncu ama maalesef takipçisi ve beğenisi az .
5288,Help me step brother i am stuck ,2022-06-12 18:54:50,Help me step brother i am stuck 
5289,Gg bro great video,2022-09-10 18:54:50,Gg bro great video
5290,The beat on ,2022-06-12 18:54:50,The beat on 
5291,legend,2022-07-12 18:54:50,legend
5292,Gg bro,2022-06-12 18:54:50,Gg bro
5293,50 is the current record right ???,2022-06-12 18:54:50,50 is the current record right ???
5294,Tekrar izledim yayindaa izlemiwdim,2022-06-12 18:54:50,Tekrar izledim yayindaa izlemiwdim
5295,Eaaaaaasy ,2022-06-12 18:54:50,Eaaaaaasy 
5296,Niceeeee,2022-06-12 18:54:50,Niceeeee
5297,9:20,2022-08-11 18:54:50,9:20
5298,how bypass are you using ????,2022-07-12 18:54:50,how bypass are you using ????
5299,Dikkat ettimde hic profesyonel takimlara denk gelmiyorsun:) ama ginede iyisin bu iste:),2022-08-11 18:54:50,Dikkat ettimde hic profesyonel takimlara denk gelmiyorsun:) ama ginede iyisin bu iste:)
5300,Nice Tokyo,2022-06-12 18:54:50,Nice Tokyo
5301,Would have been 42 .. 2 kills got stolen,2022-06-12 18:54:50,Would have been 42 .. 2 kills got stolen
5302,Sensitivity is gyro on??,2022-08-11 18:54:50,Sensitivity is gyro on??
5303,You have a sub from me bro,2022-07-12 18:54:50,You have a sub from me bro
5304,FOV Third person,2022-07-12 18:54:50,FOV Third person
5305,i hope u match up with the tokyo of philippines to see whos better,2022-08-11 18:54:50,i hope u match up with the tokyo of philippines to see whos better
5306,Woow bro GG ,2022-07-12 18:54:50,Woow bro GG 
5307,es mi parecer o en la partida no se vio gente de casi nivel ps no se vi que los jugadores no tenian buenos movimientos,2022-07-12 18:54:50,es mi parecer o en la partida no se vio gente de casi nivel ps no se vi que los jugadores no tenian buenos movimientos
5308,Canlı yayın yapmıyorsun tokyo özlettin kendini,2022-06-12 18:54:50,Canlı yayın yapmıyorsun tokyo özlettin kendini
5309,1/26.. at the end of the video.. which means there were 74 bots in the server lol,2022-10-10 18:54:50,1/26.. at the end of the video.. which means there were 74 bots in the server lol
5310,"So I play br but I don’t move like that , is it important",2022-09-10 18:54:50,"So I play br but I don’t move like that , is it important"
5311,Step bro got good aim u have the best videos ever i hope u get 1million subscribers,2022-06-12 18:54:50,Step bro got good aim u have the best videos ever i hope u get 1million subscribers
5312,Adamsın Berk helal olsun,2022-06-12 18:54:50,Adamsın Berk helal olsun
5313,"This is probably only me but still ""HIS CONTENT IS SIMILAR TO LOTEX""",2022-06-12 18:54:50,"This is probably only me but still ""HIS CONTENT IS SIMILAR TO LOTEX"""
5314,Çok rahat çok profosyonel ...,2022-06-12 18:54:50,Çok rahat çok profosyonel ...
5315,Bro has 39 kill say 40 i love you hahaha,2022-06-12 18:54:50,Bro has 39 kill say 40 i love you hahaha
5316,Killing machine,2022-06-12 18:54:50,Killing machine
5317,"Nice Bro,, bery good player,,,hahha,are you Japanese  oy?",2022-07-12 18:54:50,"Nice Bro,, bery good player,,,hahha,are you Japanese  oy?"
5318,Canlı izledim bir de buradan izleyeyim:)),2022-06-12 18:54:50,Canlı izledim bir de buradan izleyeyim:))
5319,Ulan berk konusmalarin icinde izliyoduk ingilizceye gecmissin kanka bu bizi aşar,2022-07-12 18:54:50,Ulan berk konusmalarin icinde izliyoduk ingilizceye gecmissin kanka bu bizi aşar
5320,How many fingers does he play?,2022-08-11 18:54:50,How many fingers does he play?
5321,Two kills been stollen xd ,2022-06-12 18:54:50,Two kills been stollen xd 
5322,Rakiperr::Mumkunsee bi dahaa gorusmeyelim kardeeeees,2022-06-12 18:54:50,Rakiperr::Mumkunsee bi dahaa gorusmeyelim kardeeeees
5323,Pls Tokyo only day new vidéo pls,2022-06-12 18:54:50,Pls Tokyo only day new vidéo pls
5324,XD,2022-06-12 18:54:50,XD
5325,Jiggle jiggle ,2022-06-12 18:54:50,Jiggle jiggle 
5326,I Love Tokyo,2022-06-12 18:54:50,I Love Tokyo
5327,Hello sir I'm your Begg fen sir sensitive,2022-07-12 18:54:50,Hello sir I'm your Begg fen sir sensitive
5328,All this guy make you say is omg omg ,2022-07-12 18:54:50,All this guy make you say is omg omg 
5329,i thought its 4K Tokyo,2022-09-10 18:54:50,i thought its 4K Tokyo
5330,HS LOADOUT PLS,2022-06-12 18:54:50,HS LOADOUT PLS
5331,POMPALI KULLANMADA 1 NUMARALI ADAM BENCE,2022-06-12 18:54:50,POMPALI KULLANMADA 1 NUMARALI ADAM BENCE
5332,Ooo bro very nice very good respeckt ,2022-06-12 18:54:50,Ooo bro very nice very good respeckt 
5333,No one play like lotex in the world ggs tokyo you are good player,2022-07-12 18:54:50,No one play like lotex in the world ggs tokyo you are good player
5334,9:22,2022-06-12 18:54:50,9:22
5335,Best player,2022-06-12 18:54:50,Best player
5336,What the name of the song at the end bro?,2022-07-12 18:54:50,What the name of the song at the end bro?
5337,Nice bro ,2022-07-12 18:54:50,Nice bro 
5338,best smg player,2022-06-12 18:54:50,best smg player
5339,You're the best bro,2022-08-11 18:54:50,You're the best bro
5340,I like the song in the background,2022-06-12 18:54:50,I like the song in the background
5341,Good game,2022-06-12 18:54:50,Good game
5342,Este tipo se mato a media partida xdxd,2022-07-12 18:54:50,Este tipo se mato a media partida xdxd
5343,42 kills they took 2 kills,2022-06-12 18:54:50,42 kills they took 2 kills
5344,I watched 2 times ,2022-07-12 18:54:50,I watched 2 times 
5345,😂,2022-08-11 18:54:50,😂
5346,This is getting ridiculous ,2022-06-12 18:54:50,This is getting ridiculous 
5347,"Tokyo Do you like these graphics or the graphics before blackout , I dont like these see how dull ISOLATED looks do you remember those days where you ran an adrenaline with level 3 vest , whereas on the other hand Blackout is so vibrant .",2022-06-12 18:54:50,"Tokyo Do you like these graphics or the graphics before blackout , I dont like these see how dull ISOLATED looks do you remember those days where you ran an adrenaline with level 3 vest , whereas on the other hand Blackout is so vibrant ."
5348,10:32,2022-06-12 18:54:50,10:32
5349,Help me step brother I'm stuck..lol... Tokyo be watching too much porn lol,2022-06-12 18:54:50,Help me step brother I'm stuck..lol... Tokyo be watching too much porn lol
5350,Lot of kills,2022-06-12 18:54:50,Lot of kills
5351,Good game Tokyo ,2022-06-12 18:54:50,Good game Tokyo 
5352,GG,2022-07-12 18:54:50,GG
5353,80% nobs killed,2022-06-12 18:54:50,80% nobs killed
5354,Where r u from bro? Because u have 2 accents korean accent and india accent,2022-07-12 18:54:50,Where r u from bro? Because u have 2 accents korean accent and india accent
5355,Backward slide ,2022-09-10 18:54:50,Backward slide 
5356,Insane,2022-06-12 18:54:50,Insane
5357,nice,2022-06-12 18:54:50,nice
5358,This man is not cracked this man is all drugs by him self wtf bro,2022-06-12 18:54:50,This man is not cracked this man is all drugs by him self wtf bro
5359,what the fuvk are you doing man you make me wow wow wow shotgun is wow.,2022-07-12 18:54:50,what the fuvk are you doing man you make me wow wow wow shotgun is wow.
5360,Next Level Bro I liked,2022-06-12 18:54:50,Next Level Bro I liked
5361,Nice,2022-06-12 18:54:50,Nice
5362,Kardes turkce konuşsan daha cok abune olurdu sana,2022-06-12 18:54:50,Kardes turkce konuşsan daha cok abune olurdu sana
5363,Zaten hepimiz seni beyeniyoruz kanka abune olduk sana peki neden turkce konuwmuyon turkce konuwsan daha cok beyen olurdu bence yabanci dilde konuwuyon diye cok turk bilemiyo .yinede iyi şanslar,2022-06-12 18:54:50,Zaten hepimiz seni beyeniyoruz kanka abune olduk sana peki neden turkce konuwmuyon turkce konuwsan daha cok beyen olurdu bence yabanci dilde konuwuyon diye cok turk bilemiyo .yinede iyi şanslar
5364,OneFinger200ms lol,2022-06-12 18:54:50,OneFinger200ms lol
5365,So satisfying,2022-07-12 18:54:50,So satisfying
5366,Tokyo I played with you 5 times,2022-06-12 18:54:50,Tokyo I played with you 5 times
5367,Like,2022-06-12 18:54:50,Like
5368,it was cruel,2022-06-12 18:54:50,it was cruel
5369,Bro neden kadın karakter? Var mı bi esprisi?,2022-06-12 18:54:50,Bro neden kadın karakter? Var mı bi esprisi?
5370,Yes is good aimboot but u are clever u use it in hard movements,2022-11-07 18:54:50,Yes is good aimboot but u are clever u use it in hard movements
5371,Brother jajajaja. Saludos ThPotro,2022-10-29 18:54:50,Brother jajajaja. Saludos ThPotro
5372,Ni-,2022-06-12 18:54:50,Ni-
5373,EARLY GANG,2022-06-12 18:54:50,EARLY GANG
5374,👑,2022-06-12 18:54:50,👑
5375,Up bro,2022-09-10 18:54:50,Up bro
5376,You Too Fast Hand I Like... I Fast Hand To But Play Gusion MLBB ,2022-07-12 18:54:50,You Too Fast Hand I Like... I Fast Hand To But Play Gusion MLBB 
5377,hot Hot ,2022-06-12 18:54:50,hot Hot 
5378,Heat waves,2022-08-11 18:54:50,Heat waves
5379,پشمام,2022-06-12 18:54:50,پشمام
5380,Need Emulator gamers. Phone gamers 80% nobs...,2022-06-12 18:54:50,Need Emulator gamers. Phone gamers 80% nobs...
5381,💥,2022-06-12 18:54:50,💥
5382,🤔,2022-06-12 18:54:50,🤔
5383,👏,2022-06-12 18:54:50,👏
5384,Big fan bro ,2022-08-11 18:54:50,Big fan bro 
5385,You good as fuck,2022-10-10 18:54:50,You good as fuck
5386,:O,2022-06-12 18:54:50,:O
5387,❤,2022-06-12 18:54:50,❤
5388,❤,2022-06-12 18:54:50,❤
5389,im literally a bot ,2022-07-12 18:54:50,im literally a bot 
5390,Bom,2022-06-12 18:54:50,Bom
5391,only for the squirrel,2022-07-12 18:54:50,only for the squirrel
5392,Mac or fenec ?,2022-06-12 18:54:50,Mac or fenec ?
5393,Nice bro,2022-07-12 18:54:50,Nice bro
5394,there is no chance to approve it because most of the players play on the phone and you with a tablet have an advantage with the phone you will not be so good,2022-06-12 18:54:50,there is no chance to approve it because most of the players play on the phone and you with a tablet have an advantage with the phone you will not be so good
5395,♥,2022-06-12 18:54:50,♥
5396,Hiiiiiii YouTube!,2022-06-12 18:54:50,Hiiiiiii YouTube!
5397,Are you crazy men,2022-07-12 18:54:50,Are you crazy men
5398,Amazing,2022-07-12 18:54:50,Amazing
5399,Escopetas nerf,2022-07-12 18:54:50,Escopetas nerf
5400,artık dış minnakların dilinde konuşuyorsun neden acaba kardeşim,2022-06-12 18:54:50,artık dış minnakların dilinde konuşuyorsun neden acaba kardeşim
5401,Tokyo nice player 1 frist bro,2022-08-11 18:54:50,Tokyo nice player 1 frist bro
5402,BEST BRO,2022-07-12 18:54:50,BEST BRO
5403,gg,2022-06-12 18:54:50,gg
5404,Bro i love you,2022-06-12 18:54:50,Bro i love you
5405,Nta no9ch ,2022-06-12 18:54:50,Nta no9ch 
5406,Gg,2022-07-12 18:54:50,Gg
